closingDate,contractSize,contractLength,contractID,paymentDate
2017/07/17,270.0,1,DKU-qhw09j-0001,2017/10/29
2017/07/18,75.0,1,DKU-0juc6z-0002,2017/11/13
2017/07/18,382.0,2,DKU-cmiqgm-0002,2017/10/31
2017/07/18,85.0,3,DKU-64q94e-0001,2017/09/27
2017/07/18,163.0,2,DKU-9nrpnu-0003,2017/10/21
2017/07/18,75.0,2,DKU-2zr8s5-0002,2017/10/19
2017/07/18,87.0,3,DKU-qo6yb6-0003,2017/09/28
2017/07/18,50.0,1,DKU-74znky-0001,2017/11/07
2017/07/19,50.0,3,DKU-i8fj37-0001,2017/09/03
2017/07/19,252.0,1,DKU-3hzirm-0002,2017/11/15
2017/07/19,98.0,3,DKU-2frq4v-0003,2017/10/01
2017/07/19,499.0,2,DKU-xnm8va-0004,2017/11/14
2017/07/19,87.0,1,DKU-rk1xj5-0003,2017/10/14
2017/07/20,150.0,3,DKU-tmt0ec-0002,2017/11/11
2017/07/20,210.0,2,DKU-jg09hw-0001,2017/10/08
2017/07/20,77.0,1,DKU-4d40bd-0002,2017/11/06
2017/07/20,155.0,2,DKU-obz0j9-0002,2017/11/30
2017/07/20,110.0,3,DKU-y7k5b8-0001,2017/10/14
2017/07/20,167.0,1,DKU-3eyojm-0002,2017/10/15
2017/07/22,297.0,1,DKU-o88liv-0003,2017/11/14
2017/07/22,108.0,3,DKU-zemwlp-0003,2017/10/17
2017/07/22,290.0,3,DKU-lwuign-0001,2017/10/19
2017/07/22,118.0,1,DKU-lepfhl-0004,2017/10/10
2017/07/22,168.0,3,DKU-7ixhif-0003,2017/11/16
2017/07/22,112.0,3,DKU-oqmwpe-0004,2017/10/26
2017/07/23,50.0,2,DKU-qhgemi-0001,2017/09/18
2017/07/23,50.0,2,DKU-1m7cxu-0001,2017/10/28
2017/07/23,135.0,1,DKU-gz68h8-0002,2017/11/17
2017/07/23,247.0,3,DKU-8vcxf9-0002,2017/10/01
2017/07/23,94.0,3,DKU-jnu3ld-0004,2017/09/23
2017/07/23,135.0,2,DKU-0cctsa-0001,2017/10/26
2017/07/23,65.0,3,DKU-pr7f8w-0001,2017/11/04
2017/07/24,75.0,2,DKU-20xuwh-0002,2017/10/15
2017/07/24,205.0,1,DKU-5d6ybc-0001,2017/10/21
2017/07/24,330.0,2,DKU-0wvqpi-0002,2017/11/08
2017/07/24,177.0,3,DKU-ibsmhl-0002,2017/10/22
2017/07/25,95.0,3,DKU-njdvc1-0001,2017/10/21
2017/07/25,87.0,2,DKU-2ujbyw-0003,2017/10/02
2017/07/25,100.0,3,DKU-it83qz-0003,2017/10/18
2017/07/25,80.0,3,DKU-je06p5-0001,2017/11/21
2017/07/25,245.0,2,DKU-ahs4sm-0003,2017/11/12
2017/07/25,290.0,3,DKU-1qz2w2-0001,2017/11/02
2017/07/26,332.0,3,DKU-f907i3-0003,2017/10/19
2017/07/26,417.0,3,DKU-rs9hwl-0002,2017/10/28
2017/07/26,60.0,3,DKU-rm251m-0001,2017/11/29
2017/07/26,70.0,3,DKU-apsfv1-0001,2017/10/27
2017/07/27,85.0,3,DKU-58eshb-0001,2017/11/16
2017/07/28,105.0,1,DKU-yzrwo9-0001,2017/10/07
2017/07/28,145.0,2,DKU-gjgfsp-0001,2017/10/15
2017/07/28,160.0,1,DKU-hlvkhd-0001,2017/11/27
2017/07/28,55.0,3,DKU-syhug6-0001,2017/10/21
2017/07/31,121.0,2,DKU-57x0vy-0003,2017/11/17
2017/07/31,565.0,3,DKU-8osqnf-0002,2017/10/18
2017/07/31,75.0,3,DKU-duxgwf-0002,2017/10/14
2017/08/01,127.0,3,DKU-eo5rbr-0002,2017/10/21
2017/08/01,85.0,3,DKU-9t7lms-0001,2017/11/07
2017/08/01,100.0,2,DKU-gnu700-0001,2017/10/23
2017/08/01,55.0,3,DKU-jzqq6c-0001,2017/11/08
2017/08/01,130.0,3,DKU-0j7xbm-0001,2017/12/01
2017/08/02,150.0,2,DKU-2praaw-0001,2017/10/26
2017/08/02,100.0,3,DKU-wa9eno-0003,2017/10/27
2017/08/02,120.0,2,DKU-fam5at-0001,2017/12/09
2017/08/02,85.0,1,DKU-5vva5a-0001,2017/10/16
2017/08/02,90.0,2,DKU-x3i1o6-0002,2017/10/18
2017/08/02,105.0,3,DKU-wyel0w-0001,2017/10/14
2017/08/03,80.0,3,DKU-bynrbs-0001,2017/11/23
2017/08/03,90.0,1,DKU-r9pmll-0002,2017/10/31
2017/08/03,177.0,1,DKU-f1br5s-0002,2017/11/24
2017/08/03,175.0,2,DKU-b1o02a-0002,2017/11/30
2017/08/03,80.0,1,DKU-bbe7pb-0001,2017/10/27
2017/08/04,120.0,3,DKU-pgvecl-0001,2017/12/07
2017/08/04,180.0,3,DKU-84nrhg-0001,2017/10/19
2017/08/04,125.0,2,DKU-x94keo-0001,2017/11/30
2017/08/04,162.0,2,DKU-l9kgwt-0003,2017/10/12
2017/08/04,90.0,2,DKU-oxivch-0001,2017/11/15
2017/08/04,240.0,3,DKU-qd82jb-0003,2017/11/15
2017/08/05,50.0,1,DKU-ujohm6-0001,2017/10/28
2017/08/05,315.0,3,DKU-i6jpgm-0001,2017/11/01
2017/08/05,87.0,3,DKU-1n3f6t-0003,2017/11/10
2017/08/06,236.0,1,DKU-f0pj50-0003,2017/11/07
2017/08/06,113.0,2,DKU-6jrc37-0003,2017/10/14
2017/08/06,123.0,2,DKU-atsqus-0003,2017/11/10
2017/08/07,137.0,2,DKU-p6wu33-0002,2017/11/04
2017/08/07,205.0,2,DKU-neydws-0002,2017/11/08
2017/08/07,142.0,2,DKU-rv7r0s-0002,2017/11/23
2017/08/08,50.0,1,DKU-rpov4f-0001,2017/11/08
2017/08/08,278.0,1,DKU-whgmqo-0003,2017/11/06
2017/08/08,100.0,3,DKU-n6065p-0001,2017/10/16
2017/08/08,96.0,3,DKU-yk6y6g-0003,2017/10/23
2017/08/09,140.0,3,DKU-cc67zx-0001,2017/11/11
2017/08/09,95.0,2,DKU-yju74n-0002,2017/11/18
2017/08/09,157.0,3,DKU-ie032v-0002,2017/11/05
2017/08/09,140.0,3,DKU-xjdm75-0004,2017/11/02
2017/08/10,50.0,2,DKU-r05534-0001,2017/10/23
2017/08/11,75.0,2,DKU-zqvs7n-0002,2017/11/04
2017/08/11,75.0,3,DKU-5488h2-0002,2017/11/11
2017/08/11,160.0,2,DKU-c20s4m-0003,2017/11/13
2017/08/11,155.0,2,DKU-t4ktmq-0001,2017/11/05
2017/08/12,65.0,3,DKU-ubu3d7-0001,2017/11/04
2017/08/12,291.0,2,DKU-qat02l-0003,2017/12/08
2017/08/12,132.0,3,DKU-moqr5l-0002,2017/10/16
2017/08/12,190.0,2,DKU-rzlj1o-0001,2017/11/02
2017/08/12,192.0,2,DKU-ce9fpi-0003,2017/10/13
2017/08/12,50.0,2,DKU-b1vnuq-0001,2017/11/11
2017/08/13,55.0,1,DKU-w1rrx4-0001,2017/11/07
2017/08/13,235.0,2,DKU-vrmwrm-0002,2017/12/15
2017/08/13,140.0,2,DKU-2h9owy-0001,2017/10/18
2017/08/13,181.0,2,DKU-2umnhr-0003,2017/11/22
2017/08/13,182.0,2,DKU-aw038g-0002,2017/10/20
2017/08/13,90.0,1,DKU-9umerq-0001,2017/11/03
2017/08/13,326.0,2,DKU-i6iwy5-0003,2017/11/15
2017/08/13,85.0,1,DKU-oa0uqe-0001,2017/11/30
2017/08/13,185.0,3,DKU-o8wdwc-0002,2017/11/23
2017/08/14,102.0,2,DKU-k2gptk-0003,2017/11/15
2017/08/14,210.0,3,DKU-uaajnf-0004,2017/10/22
2017/08/14,105.0,2,DKU-0k3fx1-0002,2017/10/28
2017/08/14,212.0,1,DKU-qd5840-0003,2017/11/23
2017/08/14,90.0,2,DKU-1eh8dg-0002,2017/12/10
2017/08/14,208.0,3,DKU-xu1l10-0003,2017/11/21
2017/08/14,87.0,3,DKU-wf2b3k-0003,2017/10/18
2017/08/14,345.0,2,DKU-4xedzy-0002,2017/11/30
2017/08/15,197.0,1,DKU-9nq63c-0003,2017/11/17
2017/08/15,542.0,3,DKU-77lnte-0003,2017/10/25
2017/08/15,155.0,1,DKU-r3wx56-0001,2017/11/22
2017/08/15,140.0,1,DKU-00m657-0001,2017/11/25
2017/08/15,65.0,3,DKU-nbvma6-0001,2017/11/15
2017/08/16,290.0,1,DKU-s46bxj-0002,2017/12/02
2017/08/16,70.0,3,DKU-ktp6p5-0001,2017/11/02
2017/08/17,305.0,1,DKU-oabhcm-0003,2017/11/24
2017/08/17,125.0,1,DKU-itpipz-0001,2017/11/15
2017/08/17,237.0,1,DKU-8x2y5y-0002,2017/10/27
2017/08/17,127.0,1,DKU-93ge9r-0002,2017/11/25
2017/08/18,75.0,1,DKU-if1xmi-0002,2017/11/11
2017/08/18,232.0,3,DKU-hnhd95-0003,2017/11/15
2017/08/18,245.0,2,DKU-oc9csf-0001,2017/12/08
2017/08/18,177.0,1,DKU-6ukps5-0002,2017/12/02
2017/08/18,222.0,3,DKU-vg8aom-0002,2017/11/13
2017/08/18,471.0,1,DKU-c3asix-0003,2017/12/08
2017/08/19,55.0,2,DKU-7l6uvu-0001,2017/11/28
2017/08/19,225.0,1,DKU-vcklvc-0002,2017/12/01
2017/08/19,60.0,3,DKU-kp60vg-0001,2017/11/02
2017/08/19,200.0,2,DKU-yftfic-0001,2017/12/13
2017/08/20,75.0,1,DKU-3i2pu6-0002,2017/11/27
2017/08/20,160.0,2,DKU-unpqpe-0002,2017/11/30
2017/08/21,85.0,2,DKU-pszivg-0001,2017/12/03
2017/08/21,50.0,3,DKU-9x5rk0-0001,2017/11/04
2017/08/21,80.0,2,DKU-ay3qsy-0002,2017/10/22
2017/08/21,105.0,2,DKU-ry60w3-0001,2017/11/10
2017/08/21,75.0,1,DKU-ozbhhl-0002,2017/12/17
2017/08/21,447.0,3,DKU-a00jm0-0002,2017/12/11
2017/08/22,120.0,3,DKU-w77ien-0002,2017/11/16
2017/08/22,75.0,3,DKU-927zu5-0001,2017/10/29
2017/08/22,245.0,1,DKU-5cee9x-0002,2017/12/24
2017/08/22,75.0,1,DKU-w8m717-0001,2017/12/17
2017/08/22,97.0,1,DKU-66hmm4-0002,2017/12/02
2017/08/23,347.0,3,DKU-pxc1g3-0002,2017/11/27
2017/08/23,87.0,3,DKU-tcqyjy-0003,2017/11/27
2017/08/23,165.0,2,DKU-etbd4h-0002,2017/12/14
2017/08/23,220.0,3,DKU-0nq5zh-0001,2017/11/18
2017/08/23,187.0,2,DKU-1vryvz-0002,2017/12/11
2017/08/23,50.0,1,DKU-o5fxbu-0001,2017/12/17
2017/08/23,150.0,3,DKU-05m1he-0002,2017/12/11
2017/08/24,95.0,1,DKU-2565kt-0002,2017/12/04
2017/08/24,220.0,1,DKU-rcwxt8-0002,2017/11/22
2017/08/24,172.0,2,DKU-fdwszm-0003,2017/12/17
2017/08/25,361.0,3,DKU-jqv021-0003,2017/11/29
2017/08/25,280.0,1,DKU-8juzrr-0002,2017/11/03
2017/08/25,385.0,2,DKU-bzxb2u-0004,2017/11/30
2017/08/26,222.0,1,DKU-3m5a5t-0003,2017/12/16
2017/08/26,105.0,3,DKU-djacqt-0001,2018/01/09
2017/08/26,210.0,3,DKU-csz9ok-0001,2017/11/13
2017/08/26,140.0,3,DKU-697n25-0002,2017/12/14
2017/08/26,205.0,3,DKU-p2bdx9-0002,2017/12/22
2017/08/27,55.0,2,DKU-hm7qvu-0001,2018/01/09
2017/08/27,172.0,3,DKU-n4zcrs-0002,2017/11/09
2017/08/27,306.0,1,DKU-ygebit-0003,2017/12/16
2017/08/28,300.0,3,DKU-4mgqwq-0001,2017/11/30
2017/09/01,327.0,2,DKU-9g6yly-0002,2017/12/02
2017/09/01,160.0,1,DKU-u02sik-0002,2017/12/17
2017/09/01,90.0,3,DKU-8orrn4-0001,2017/12/17
2017/09/02,105.0,2,DKU-0wlwey-0002,2017/11/07
2017/09/02,75.0,3,DKU-fflmwg-0002,2017/11/23
2017/09/03,377.0,1,DKU-ee4h53-0003,2017/12/19
2017/09/03,87.0,3,DKU-4lx91b-0003,2017/12/12
2017/09/03,242.0,2,DKU-7359ap-0002,2017/12/09
2017/09/04,253.0,3,DKU-gxp9dh-0003,2017/11/25
2017/09/04,185.0,3,DKU-3c40nm-0002,2017/11/19
2017/09/04,220.0,3,DKU-82u80l-0001,2017/12/26
2017/09/05,50.0,2,DKU-otcr88-0001,2017/12/12
2017/09/06,375.0,1,DKU-ujruz0-0002,2017/12/20
2017/09/06,361.0,1,DKU-bwbsri-0003,2017/12/12
2017/09/06,50.0,2,DKU-8nwlk4-0001,2018/01/14
2017/09/06,133.0,2,DKU-guhg61-0003,2017/11/18
2017/09/06,75.0,1,DKU-fmhzuq-0002,2017/11/23
2017/09/07,335.0,3,DKU-88dsmh-0002,2018/01/06
2017/09/08,87.0,1,DKU-xfl7rn-0003,2017/12/13
2017/09/08,95.0,2,DKU-ftzb0i-0002,2017/12/17
2017/09/08,65.0,1,DKU-f56dgu-0001,2018/01/17
2017/09/08,100.0,1,DKU-djnfnk-0001,2018/01/12
2017/09/08,130.0,1,DKU-qgzii1-0002,2017/12/12
2017/09/09,85.0,3,DKU-tvqs7b-0002,2017/11/30
2017/09/09,238.0,2,DKU-1s6gk8-0003,2017/12/06
2017/09/09,50.0,1,DKU-7jzzxl-0001,2017/11/27
2017/09/09,75.0,1,DKU-srkgoi-0002,2017/12/07
2017/09/09,295.0,3,DKU-fodyt8-0001,2017/11/23
2017/09/09,258.0,1,DKU-cgqpoe-0004,2017/12/03
2017/09/10,127.0,2,DKU-byxnya-0002,2017/12/13
2017/09/10,176.0,3,DKU-j2y8jo-0004,2017/12/03
2017/09/10,180.0,1,DKU-u2jmeg-0001,2017/12/13
2017/09/11,50.0,1,DKU-e7nt8j-0001,2017/11/24
2017/09/11,335.0,3,DKU-n7uyjt-0004,2017/12/11
2017/09/11,286.0,2,DKU-ewk9h7-0003,2017/12/17
2017/09/11,170.0,2,DKU-s7zzt3-0002,2017/11/29
2017/09/11,160.0,1,DKU-r8zkcb-0001,2018/01/03
2017/09/12,265.0,3,DKU-7g5vdr-0002,2017/12/06
2017/09/12,91.0,2,DKU-4yo2g1-0003,2017/12/05
2017/09/13,87.0,1,DKU-n2f98y-0003,2017/12/10
2017/09/13,145.0,1,DKU-ki9j99-0002,2017/11/21
2017/09/13,167.0,2,DKU-85631m-0002,2017/12/15
2017/09/13,75.0,3,DKU-c5bkie-0002,2017/12/08
2017/09/13,87.0,2,DKU-pl2vtg-0002,2018/01/15
2017/09/13,95.0,3,DKU-gbaxwd-0002,2018/02/18
2017/09/13,370.0,1,DKU-uddisl-0003,2017/12/07
2017/09/14,87.0,1,DKU-6aaxof-0002,2017/11/22
2017/09/14,155.0,3,DKU-qx0yl4-0001,2017/11/25
2017/09/15,80.0,3,DKU-i0tfbv-0001,2017/10/30
2017/09/15,300.0,2,DKU-gxxpl2-0002,2017/11/29
2017/09/15,87.0,3,DKU-o6rrzt-0003,2017/12/03
2017/09/15,321.0,2,DKU-45mmcv-0003,2017/12/10
2017/09/16,50.0,1,DKU-482ntq-0001,2017/12/10
2017/09/16,176.0,2,DKU-ym33ux-0003,2017/12/22
2017/09/16,82.0,1,DKU-yx1t77-0002,2018/01/21
2017/09/16,227.0,3,DKU-xx3lu6-0002,2018/01/14
2017/09/16,95.0,1,DKU-kiz5q2-0003,2017/12/26
2017/09/16,370.0,2,DKU-4j8uti-0003,2017/12/22
2017/09/16,370.0,1,DKU-gs3j8h-0003,2017/11/30
2017/09/17,230.0,1,DKU-3h6edl-0001,2017/12/12
2017/09/17,347.0,3,DKU-bll3ve-0002,2017/11/29
2017/09/17,225.0,3,DKU-n5ky39-0001,2017/12/24
2017/09/18,422.0,2,DKU-re1tuv-0002,2017/12/17
2017/09/18,218.0,3,DKU-jr34gm-0004,2017/11/15
2017/09/18,220.0,2,DKU-53wn8s-0001,2018/01/16
2017/09/19,145.0,3,DKU-c1xnky-0001,2017/12/20
2017/09/19,87.0,2,DKU-dr9x4x-0003,2018/01/08
2017/09/19,75.0,1,DKU-6fpted-0002,2018/01/11
2017/09/19,285.0,1,DKU-jt3jii-0002,2018/01/12
2017/09/20,127.0,1,DKU-gb15fa-0003,2017/11/06
2017/09/20,87.0,2,DKU-jk47po-0003,2017/12/12
2017/09/20,92.0,3,DKU-qnyvte-0003,2017/12/18
2017/09/20,177.0,3,DKU-81bo36-0002,2018/01/17
2017/09/20,93.0,3,DKU-6zawlq-0004,2017/12/28
2017/09/20,185.0,3,DKU-yf7iq9-0001,2017/12/16
2017/09/20,75.0,2,DKU-uppz8p-0002,2017/11/06
2017/09/20,90.0,2,DKU-dte5vu-0001,2017/12/07
2017/09/21,172.0,3,DKU-620hqk-0002,2017/11/30
2017/09/22,143.0,3,DKU-phbden-0003,2017/12/08
2017/09/22,75.0,1,DKU-uhf95k-0002,2017/12/09
2017/09/22,50.0,3,DKU-9oq4c8-0001,2017/12/18
2017/09/22,55.0,3,DKU-q7gx8v-0001,2017/12/11
2017/09/23,320.0,1,DKU-5zm1rb-0002,2018/01/25
2017/09/23,471.0,2,DKU-kllgwm-0004,2017/11/29
2017/09/23,95.0,1,DKU-28vcap-0001,2018/01/02
2017/09/23,245.0,1,DKU-353gp4-0003,2018/01/25
2017/09/24,247.0,1,DKU-0teamn-0002,2017/12/29
2017/09/24,255.0,2,DKU-0h201z-0003,2017/12/21
2017/09/24,155.0,1,DKU-jhab0i-0003,2018/01/09
2017/09/24,270.0,2,DKU-3twg99-0001,2018/01/08
2017/09/24,215.0,2,DKU-6yzpy5-0001,2018/01/13
2017/09/25,172.0,2,DKU-zok3ki-0002,2018/01/20
2017/09/25,105.0,3,DKU-fifolz-0001,2017/12/20
2017/09/25,110.0,2,DKU-i3xe7y-0001,2018/01/02
2017/09/26,65.0,3,DKU-e82sml-0001,2018/01/10
2017/09/27,152.0,2,DKU-y7d813-0002,2017/12/07
2017/09/27,456.0,1,DKU-m9uu0p-0003,2018/01/02
2017/09/27,95.0,2,DKU-c74gww-0002,2017/12/17
2017/09/27,240.0,2,DKU-b5c800-0002,2017/11/28
2017/09/27,207.0,2,DKU-rwwjp8-0002,2018/01/13
2017/09/28,50.0,1,DKU-hyk6v5-0001,2017/12/13
2017/09/28,50.0,2,DKU-sgio27-0001,2017/12/05
2017/09/28,50.0,1,DKU-ea348s-0001,2017/12/26
2017/09/28,112.0,1,DKU-cpdpv8-0002,2018/01/04
2017/09/30,511.0,3,DKU-kodhcp-0003,2018/01/15
2017/09/30,562.0,2,DKU-5qzbej-0002,2017/12/28
2017/09/30,332.0,1,DKU-946s2b-0002,2018/01/12
2017/09/30,306.0,1,DKU-wfm8gg-0004,2017/12/23
2017/10/01,185.0,3,DKU-ymzah0-0001,2018/02/15
2017/10/01,140.0,2,DKU-dpxdkc-0001,2018/02/06
2017/10/01,117.0,1,DKU-gnz0cu-0003,2018/01/10
2017/10/02,80.0,2,DKU-9f0sh0-0001,2018/01/10
2017/10/02,177.0,1,DKU-oei6wc-0002,2018/02/04
2017/10/02,160.0,2,DKU-xgh533-0002,2018/02/01
2017/10/02,50.0,2,DKU-g8pe8q-0001,2018/01/22
2017/10/03,220.0,1,DKU-p7zai7-0001,2017/12/28
2017/10/03,50.0,2,DKU-62jy6b-0001,2018/01/24
2017/10/03,50.0,2,DKU-yoojc6-0001,2018/02/02
2017/10/03,155.0,3,DKU-q3xdrm-0001,2018/01/15
2017/10/03,160.0,1,DKU-y9h4e7-0003,2017/12/26
2017/10/03,150.0,3,DKU-vqol6v-0002,2017/12/15
2017/10/04,262.0,2,DKU-9s4edc-0003,2018/01/15
2017/10/04,352.0,3,DKU-hjzuxp-0002,2017/12/22
2017/10/04,65.0,1,DKU-jjm55u-0001,2017/12/17
2017/10/04,75.0,3,DKU-e2eub4-0002,2018/01/04
2017/10/05,177.0,3,DKU-frgdh2-0002,2017/12/29
2017/10/05,292.0,1,DKU-zmyhc3-0002,2018/01/26
2017/10/05,55.0,2,DKU-la74xf-0001,2018/01/13
2017/10/05,80.0,1,DKU-rifl3q-0001,2017/12/11
2017/10/05,153.0,2,DKU-cc9vjk-0003,2017/12/29
2017/10/06,182.0,2,DKU-w5xg0k-0003,2018/01/30
2017/10/06,50.0,1,DKU-g4gjuu-0001,2018/01/12
2017/10/06,202.0,1,DKU-zgjbe4-0002,2018/01/18
2017/10/06,124.0,3,DKU-qcwycd-0004,2018/01/14
2017/10/06,50.0,2,DKU-5cuan3-0001,2018/01/17
2017/10/06,90.0,1,DKU-jcahhi-0001,2018/01/20
2017/10/06,127.0,2,DKU-urvwpv-0002,2017/12/18
2017/10/06,152.0,3,DKU-vowpqf-0003,2017/12/31
2017/10/07,257.0,3,DKU-46rfrw-0002,2017/12/21
2017/10/07,250.0,3,DKU-h69h7t-0001,2018/01/15
2017/10/07,50.0,3,DKU-zrtjoy-0001,2018/01/18
2017/10/07,335.0,3,DKU-oexisw-0002,2018/03/06
2017/10/07,393.0,3,DKU-ilhe9f-0003,2017/12/21
2017/10/08,312.0,1,DKU-5p7ivv-0002,2018/01/29
2017/10/08,210.0,1,DKU-za4wta-0001,2018/01/18
2017/10/08,115.0,1,DKU-6y59v0-0001,2017/12/30
2017/10/09,182.0,1,DKU-g04qsv-0002,2018/01/16
2017/10/09,200.0,1,DKU-mmpgtb-0002,2017/12/06
2017/10/10,232.0,3,DKU-xoijvk-0002,2018/01/28
2017/10/10,175.0,2,DKU-053lno-0002,2017/12/28
2017/10/10,390.0,1,DKU-vs5eej-0002,2018/03/03
2017/10/10,105.0,1,DKU-i70kmn-0001,2018/01/27
2017/10/10,150.0,1,DKU-5id82d-0001,2018/01/11
2017/10/11,255.0,2,DKU-8irn5j-0001,2018/01/18
2017/10/11,385.0,2,DKU-jycmo4-0001,2018/02/07
2017/10/11,95.0,3,DKU-bpikm8-0001,2018/01/21
2017/10/11,305.0,1,DKU-inia5v-0002,2018/01/30
2017/10/11,50.0,2,DKU-p9ew8m-0001,2018/02/15
2017/10/11,132.0,2,DKU-eegaqo-0002,2018/01/19
2017/10/11,95.0,2,DKU-hdwo5p-0001,2018/01/03
2017/10/12,150.0,2,DKU-srfpnm-0001,2018/01/15
2017/10/12,165.0,2,DKU-nb8xvb-0001,2018/03/02
2017/10/12,75.0,3,DKU-svbegs-0001,2017/12/23
2017/10/12,167.0,3,DKU-9638kc-0002,2018/02/09
2017/10/13,255.0,3,DKU-ushu2w-0003,2018/01/04
2017/10/13,75.0,1,DKU-yvkbdj-0002,2017/11/23
2017/10/13,50.0,2,DKU-bm9ivh-0001,2018/01/16
2017/10/13,50.0,3,DKU-j065l6-0001,2018/02/01
2017/10/13,137.0,3,DKU-d98lkn-0002,2018/01/12
2017/10/13,140.0,2,DKU-ibpjhr-0003,2018/01/18
2017/10/13,77.0,3,DKU-u70z83-0002,2017/12/06
2017/10/14,87.0,3,DKU-ixlbb0-0003,2018/02/13
2017/10/14,142.0,1,DKU-iyt72x-0002,2018/01/15
2017/10/14,65.0,1,DKU-wxlhqn-0001,2018/01/14
2017/10/14,248.0,1,DKU-hf4u92-0003,2018/02/15
2017/10/14,247.0,2,DKU-ug59tt-0003,2018/02/25
2017/10/15,117.0,3,DKU-ucg8jb-0002,2018/01/19
2017/10/15,97.0,3,DKU-g7atdv-0002,2018/02/01
2017/10/15,170.0,2,DKU-hpndrd-0001,2018/01/31
2017/10/16,125.0,1,DKU-4bxmmr-0002,2018/01/19
2017/10/16,326.0,3,DKU-gwd8ud-0004,2018/01/25
2017/10/16,50.0,2,DKU-k46ws4-0001,2017/12/24
2017/10/16,105.0,3,DKU-ewbhe0-0001,2018/01/29
2017/10/17,103.0,1,DKU-imhmmo-0003,2018/01/19
2017/10/17,110.0,3,DKU-g26ujl-0001,2018/01/21
2017/10/17,100.0,3,DKU-76o1df-0003,2018/01/23
2017/10/18,55.0,1,DKU-b5qhcd-0001,2018/02/10
2017/10/18,110.0,1,DKU-eb2u19-0001,2018/02/08
2017/10/18,121.0,1,DKU-dpltnf-0003,2018/01/09
2017/10/19,145.0,3,DKU-s6lp4d-0001,2018/02/25
2017/10/19,137.0,2,DKU-8ywlsw-0002,2018/01/27
2017/10/19,55.0,2,DKU-r9c6yk-0001,2018/01/06
2017/10/19,100.0,2,DKU-shcfpq-0002,2017/12/30
2017/10/19,217.0,1,DKU-ga8b7p-0003,2018/01/22
2017/10/20,356.0,2,DKU-v8hhad-0004,2018/01/19
2017/10/20,235.0,1,DKU-e8cbyw-0001,2018/01/17
2017/10/20,220.0,2,DKU-zaxacg-0002,2018/02/15
2017/10/20,175.0,1,DKU-ew4i7l-0003,2018/01/13
2017/10/20,93.0,2,DKU-u738k1-0004,2018/01/28
2017/10/21,50.0,1,DKU-13bdqu-0001,2018/02/17
2017/10/21,261.0,2,DKU-m5ccqa-0003,2018/01/03
2017/10/22,232.0,1,DKU-574o5z-0002,2018/01/21
2017/10/22,90.0,1,DKU-v3go4k-0001,2018/02/09
2017/10/22,275.0,1,DKU-hjk11d-0004,2018/02/13
2017/10/22,170.0,3,DKU-cod2hd-0002,2018/02/07
2017/10/22,50.0,3,DKU-l0q7ry-0001,2018/03/02
2017/10/22,85.0,1,DKU-2w6m82-0001,2018/01/05
2017/10/23,97.0,1,DKU-hf4r2l-0003,2018/02/25
2017/10/23,170.0,2,DKU-rgh08m-0001,2018/02/22
2017/10/24,100.0,2,DKU-h1e81p-0001,2018/03/06
2017/10/24,185.0,2,DKU-agio86-0001,2018/02/01
2017/10/24,87.0,2,DKU-ma0142-0003,2017/12/14
2017/10/24,172.0,1,DKU-alhpcu-0002,2018/01/07
2017/10/24,87.0,1,DKU-un8ubi-0002,2018/02/17
2017/10/24,132.0,2,DKU-45hkzd-0002,2018/02/15
2017/10/24,222.0,2,DKU-crrkum-0002,2017/12/28
2017/10/24,135.0,3,DKU-mn9ub7-0003,2018/01/22
2017/10/24,170.0,1,DKU-flruww-0001,2018/02/17
2017/10/25,65.0,1,DKU-hyhtl9-0001,2018/02/15
2017/10/25,140.0,3,DKU-v6851p-0001,2018/01/10
2017/10/25,80.0,2,DKU-wele2a-0001,2018/02/19
2017/10/25,75.0,1,DKU-9qjwdz-0001,2018/01/11
2017/10/25,75.0,1,DKU-qik895-0002,2018/01/06
2017/10/25,100.0,3,DKU-whu27b-0002,2018/01/03
2017/10/25,122.0,3,DKU-4dgbzp-0002,2018/02/22
2017/10/26,145.0,3,DKU-iuzh56-0001,2018/01/09
2017/10/26,252.0,3,DKU-86y3zt-0003,2018/01/06
2017/10/26,405.0,3,DKU-n9yj8v-0002,2018/02/20
2017/10/27,170.0,3,DKU-51ym0n-0001,2018/02/20
2017/10/27,137.0,2,DKU-r23ixl-0002,2018/02/01
2017/10/27,117.0,1,DKU-4sl1lk-0002,2018/01/19
2017/10/31,75.0,2,DKU-dgimx7-0002,2018/01/14
2017/11/01,60.0,1,DKU-06gayh-0001,2018/03/02
2017/11/01,75.0,2,DKU-hi4fm0-0001,2018/02/17
2017/11/03,160.0,1,DKU-6qxwvi-0001,2018/03/07
2017/11/03,125.0,2,DKU-iknsj1-0001,2018/01/28
2017/11/03,92.0,2,DKU-m0vlbh-0003,2017/12/31
2017/11/03,50.0,1,DKU-v0j9ek-0001,2018/01/24
2017/11/03,60.0,1,DKU-xzhidi-0001,2018/01/22
2017/11/03,193.0,3,DKU-e96b8m-0003,2018/01/03
2017/11/03,170.0,3,DKU-nuqyte-0002,2018/02/11
2017/11/04,100.0,1,DKU-4tod7q-0001,2018/02/17
2017/11/04,50.0,1,DKU-vccn9d-0001,2018/02/20
2017/11/04,165.0,3,DKU-cddqrb-0001,2018/02/11
2017/11/05,202.0,1,DKU-1dr38f-0003,2018/02/21
